sppSite,sppCode,day_records,night_records,core_records,Nocore_records,survey_area,pa_type,Dist_water,Dist_humset,NDVImean_500m
Dalb-OCCAJ01,Dalb,0,1,0,1,PC,strict,-0.752413006,-0.186858541,-0.182683429
Mtri-OCCAJ01,Mtri,1,0,1,0,PC,strict,-0.752413006,-0.186858541,-0.182683429
Ptaj-OCCAJ01,Ptaj,1,0,1,0,PC,strict,-0.752413006,-0.186858541,-0.182683429
Mgou-OCCAJ01,Mgou,1,0,1,0,PC,strict,-0.752413006,-0.186858541,-0.182683429
Ltig-OCCAJ01,Ltig,1,0,1,0,PC,strict,-0.752413006,-0.186858541,-0.182683429
Tter-OCCAJ02,Tter,0,1,0,1,PC,strict,-0.54761157,-0.527457999,0.006451962
Ptaj-OCCAJ02,Ptaj,0,2,0,2,PC,strict,-0.54761157,-0.527457999,0.006451962
Pcon-OCCAJ02,Pcon,0,1,0,1,PC,strict,-0.54761157,-0.527457999,0.006451962
Mgou-OCCAJ02,Mgou,3,0,2,1,PC,strict,-0.54761157,-0.527457999,0.006451962
Dalb-OCCAJ03,Dalb,0,1,0,1,PC,strict,-0.855471755,-0.767147804,-0.37124447
Tter-OCCAJ03,Tter,0,1,0,1,PC,strict,-0.855471755,-0.767147804,-0.37124447
Mgou-OCCAJ03,Mgou,8,7,7,8,PC,strict,-0.855471755,-0.767147804,-0.37124447
Mgou-OCCAJ04,Mgou,2,1,0,3,PC,strict,-0.200984517,-0.489659406,-0.404248577
Ltig-OCCAJ04,Ltig,1,0,1,0,PC,strict,-0.200984517,-0.489659406,-0.404248577
Dalb-OCCAJ04,Dalb,0,4,0,4,PC,strict,-0.200984517,-0.489659406,-0.404248577
Cuni-OCCAJ04,Cuni,1,0,1,0,PC,strict,-0.200984517,-0.489659406,-0.404248577
Ptaj-OCCAJ04,Ptaj,2,4,0,6,PC,strict,-0.200984517,-0.489659406,-0.404248577
Ltig-OCCAJ06,Ltig,0,1,0,1,PC,strict,-0.295530308,-0.068636045,-0.344060866
Dalb-OCCAJ06,Dalb,0,1,0,1,PC,strict,-0.295530308,-0.068636045,-0.344060866
Mgou-OCCAJ06,Mgou,1,2,1,2,PC,strict,-0.295530308,-0.068636045,-0.344060866
Ptaj-OCCAJ06,Ptaj,0,8,0,8,PC,strict,-0.295530308,-0.068636045,-0.344060866
Csem-OCCAJ06,Csem,0,1,0,1,PC,strict,-0.295530308,-0.068636045,-0.344060866
Mgou-OCCAJ07,Mgou,0,1,0,1,PC,strict,-0.897814231,0.060450797,-0.207696906
Tter-OCCAJ07,Tter,1,3,0,4,PC,strict,-0.897814231,0.060450797,-0.207696906
Pcon-OCCAJ07,Pcon,1,0,1,0,PC,strict,-0.897814231,0.060450797,-0.207696906
Cbra-OCCAJ08,Cbra,0,1,0,1,PC,strict,-0.361618679,-0.259925096,-0.727406794
Obez-OCCAJ08,Obez,3,0,3,0,PC,strict,-0.361618679,-0.259925096,-0.727406794
Mgou-OCCAJ08,Mgou,2,0,0,2,PC,strict,-0.361618679,-0.259925096,-0.727406794
Tter-OCCAJ08,Tter,0,3,0,3,PC,strict,-0.361618679,-0.259925096,-0.727406794
Mgou-OCCAJ09,Mgou,3,1,2,2,PC,strict,-0.960509771,-0.240410586,-0.297596605
Ttet-OCCAJ09,Ttet,0,2,0,2,PC,strict,-0.960509771,-0.240410586,-0.297596605
Tter-OCCAJ09,Tter,0,4,0,4,PC,strict,-0.960509771,-0.240410586,-0.297596605
Pcon-OCCAJ09,Pcon,0,3,0,3,PC,strict,-0.960509771,-0.240410586,-0.297596605
Cbra-OCCAJ09,Cbra,0,1,0,1,PC,strict,-0.960509771,-0.240410586,-0.297596605
Mgou-OCCAJ10,Mgou,1,0,1,0,PC,strict,-0.812701607,-0.384883829,-1.050915546
Ltig-OCCAJ11,Ltig,0,5,0,5,PC,strict,-1.081748659,-0.66526659,-0.698010485
Cbra-OCCAJ11,Cbra,0,1,0,1,PC,strict,-1.081748659,-0.66526659,-0.698010485
Tter-OCCAJ11,Tter,0,3,0,3,PC,strict,-1.081748659,-0.66526659,-0.698010485
Tter-OCCAJ12,Tter,0,1,0,1,PC,strict,-0.592935582,-0.757713173,-0.318906808
Mgou-OCCAJ12,Mgou,1,5,0,6,PC,strict,-0.592935582,-0.757713173,-0.318906808
Ltig-OCCAJ12,Ltig,0,1,0,1,PC,strict,-0.592935582,-0.757713173,-0.318906808
Csem-OCCAJ12,Csem,0,2,0,2,PC,strict,-0.592935582,-0.757713173,-0.318906808
Dalb-OCCAJ12,Dalb,0,1,0,1,PC,strict,-0.592935582,-0.757713173,-0.318906808
Mgou-OCCAJ13,Mgou,2,1,2,1,PC,strict,-0.586843659,-0.888066627,-0.128988555
Mtri-OCCAJ13,Mtri,0,1,0,1,PC,strict,-0.586843659,-0.888066627,-0.128988555
Mgou-OCCAJ15,Mgou,0,1,0,1,PC,strict,-0.541404833,-0.45098845,-0.429543108
Obez-OCCAJ16,Obez,0,1,0,1,PC,strict,-0.989337426,-0.126480788,-0.679405276
Tter-OCCAJ16,Tter,0,28,0,28,PC,strict,-0.989337426,-0.126480788,-0.679405276
Pcon-OCCAJ16,Pcon,1,1,0,2,PC,strict,-0.989337426,-0.126480788,-0.679405276
Cbra-OCCAJ16,Cbra,1,3,1,3,PC,strict,-0.989337426,-0.126480788,-0.679405276
Mgou-OCCAJ17,Mgou,3,3,2,4,PC,strict,-0.34497604,-0.572625252,-0.414549327
Daza-OCCAJ17,Daza,0,1,0,1,PC,strict,-0.34497604,-0.572625252,-0.414549327
Ltig-OCCAJ18,Ltig,1,0,0,1,PC,strict,-0.716205501,-0.546929713,-0.458807929
Mgou-OCCAJ18,Mgou,1,0,1,0,PC,strict,-0.716205501,-0.546929713,-0.458807929
Tter-OCCAJ19,Tter,0,2,0,2,PC,strict,-0.955253598,-1.028864406,0.16404136
Ebar-OCCAJ19,Ebar,2,0,2,0,PC,strict,-0.955253598,-1.028864406,0.16404136
Pcon-OCCAJ19,Pcon,0,1,0,1,PC,strict,-0.955253598,-1.028864406,0.16404136
Pcon-OCCAJ21,Pcon,0,1,0,1,PC,strict,-0.648918105,0.409366795,-0.369942522
Ptaj-OCCAJ21,Ptaj,5,0,5,0,PC,strict,-0.648918105,0.409366795,-0.369942522
Pcon-OCCAJ22,Pcon,0,1,0,1,PC,strict,-0.986687113,-0.02557998,-0.65879415
Tter-OCCAJ22,Tter,1,3,0,4,PC,strict,-0.986687113,-0.02557998,-0.65879415
Pcon-OCCAJ23,Pcon,0,1,0,1,PC,strict,-0.793583889,0.122998853,-0.365098875
Mgou-OCCAJ23,Mgou,0,1,0,1,PC,strict,-0.793583889,0.122998853,-0.365098875
Tter-OCCAJ23,Tter,0,4,0,4,PC,strict,-0.793583889,0.122998853,-0.365098875
Ctho-OCCAJ23,Ctho,0,1,0,1,PC,strict,-0.793583889,0.122998853,-0.365098875
Tter-OCCAJ25,Tter,0,1,0,1,PC,strict,-0.647395519,-0.435154668,-0.575603826
Ltig-OCCAJ26,Ltig,0,1,0,1,PC,strict,-1.006633621,-0.2042122,-0.9541921
Cbra-OCCAJ26,Cbra,0,1,0,1,PC,strict,-1.006633621,-0.2042122,-0.9541921
Dalb-OCCAJ26,Dalb,0,2,0,2,PC,strict,-1.006633621,-0.2042122,-0.9541921
Mgou-OCCAJ26,Mgou,2,3,0,5,PC,strict,-1.006633621,-0.2042122,-0.9541921
Tter-OCCAJ26,Tter,0,5,0,5,PC,strict,-1.006633621,-0.2042122,-0.9541921
Mgou-OCCAJ27,Mgou,0,2,0,2,PC,strict,-1.095060817,-0.871379498,-0.643893763
Cbra-OCCAJ27,Cbra,0,2,0,2,PC,strict,-1.095060817,-0.871379498,-0.643893763
Pcon-OCCAJ27,Pcon,0,1,0,1,PC,strict,-1.095060817,-0.871379498,-0.643893763
Tter-OCCAJ28,Tter,0,1,0,1,PC,strict,-0.739120208,-0.643504344,-0.711396496
Csem-OCCAJ28,Csem,0,2,0,2,PC,strict,-0.739120208,-0.643504344,-0.711396496
Csem-OCCAJ29,Csem,1,0,1,0,PC,strict,-0.341691707,-0.712592833,-0.18623518
Mgou-OCCAJ29,Mgou,3,1,1,3,PC,strict,-0.341691707,-0.712592833,-0.18623518
Tter-OCCAJ29,Tter,0,1,0,1,PC,strict,-0.341691707,-0.712592833,-0.18623518
Mgou-OCCAJ30,Mgou,3,1,3,1,PC,strict,-0.299120363,0.222014348,-0.49834923
Mgou-OCCAJ31,Mgou,3,0,3,0,PC,strict,-0.515458757,0.040553394,-0.569173548
Tter-OCCAJ31,Tter,0,1,0,1,PC,strict,-0.515458757,0.040553394,-0.569173548
Tter-OCCAJ32,Tter,0,1,0,1,PC,strict,0.199060724,0.314991507,-0.547013261
Mgou-OCCAJ33,Mgou,1,1,1,1,PC,strict,0.373812495,0.505699673,-0.487469931
Ebar-OCCAJ33,Ebar,0,1,0,1,PC,strict,0.373812495,0.505699673,-0.487469931
Lpar-OCCAJ33,Lpar,1,0,1,0,PC,strict,0.373812495,0.505699673,-0.487469931
Tter-OCCAJ34,Tter,0,2,0,2,PC,strict,-0.411836349,0.245883324,-0.275780999
Pcon-OCCAJ35,Pcon,1,0,1,0,PC,strict,-0.714233778,0.267737204,-1.089100703
Mgou-OCCAJ35,Mgou,1,5,0,6,PC,strict,-0.714233778,0.267737204,-1.089100703
Mtri-OCCAJ35,Mtri,0,2,0,2,PC,strict,-0.714233778,0.267737204,-1.089100703
Tter-OCCAJ36,Tter,0,1,0,1,PC,strict,-0.880229217,0.653141416,-1.35945733
Dalb-OCCAJ37,Dalb,0,1,0,1,PC,strict,-0.777726523,-0.434559153,-0.480485552
Mgou-OCCAJ37,Mgou,4,10,3,11,PC,strict,-0.777726523,-0.434559153,-0.480485552
Tter-OCCAJ37,Tter,0,3,0,3,PC,strict,-0.777726523,-0.434559153,-0.480485552
Csem-OCCAJ37,Csem,0,1,0,1,PC,strict,-0.777726523,-0.434559153,-0.480485552
Mgou-OCCAJ38,Mgou,0,2,0,2,PC,strict,-0.977540953,-0.010901376,-0.54484139
Mgou-OCCAJ39,Mgou,0,2,0,2,PC,strict,-0.710635417,-0.232352176,-1.219074418
Ltig-OCCAJ39,Ltig,0,2,0,2,PC,strict,-0.710635417,-0.232352176,-1.219074418
Mtri-OCCAJ39,Mtri,0,2,0,2,PC,strict,-0.710635417,-0.232352176,-1.219074418
Tter-OCCAJ39,Tter,0,3,0,3,PC,strict,-0.710635417,-0.232352176,-1.219074418
Mgou-OCCAJ40,Mgou,1,0,0,1,PC,strict,-0.456532306,-0.089131208,-0.886059664
Mgou-OCCAJ41,Mgou,10,29,5,34,PC,strict,0.067425882,0.211754075,-0.190534653
Csem-OCCAJ41,Csem,0,1,0,1,PC,strict,0.067425882,0.211754075,-0.190534653
Cbra-OCCAJ41,Cbra,0,1,0,1,PC,strict,0.067425882,0.211754075,-0.190534653
Mtri-OCCAJ41,Mtri,0,2,0,2,PC,strict,0.067425882,0.211754075,-0.190534653
Tter-OCCAJ42,Tter,2,1,0,3,PC,strict,-0.384133322,0.06651439,-0.693831913
Pcon-OCCAJ42,Pcon,0,1,0,1,PC,strict,-0.384133322,0.06651439,-0.693831913
Mgou-OCCAJ42,Mgou,3,0,2,1,PC,strict,-0.384133322,0.06651439,-0.693831913
Cbra-OCCAJ43,Cbra,0,2,0,2,PC,strict,-0.629936315,-0.358703121,-0.455042505
Mgou-OCCAJ43,Mgou,1,0,1,0,PC,strict,-0.629936315,-0.358703121,-0.455042505
Mtri-OCCAJ43,Mtri,0,1,0,1,PC,strict,-0.629936315,-0.358703121,-0.455042505
Ptaj-OCCL01,Ptaj,1,0,0,1,CL,multiple-use,-0.735121139,-0.599748003,-1.043418024
Mgou-OCCL01,Mgou,1,0,0,1,CL,multiple-use,-0.735121139,-0.599748003,-1.043418024
Ptaj-OCCL02,Ptaj,0,1,0,1,CL,multiple-use,-0.658884457,-0.834620646,-0.967969356
Mgou-OCCL02,Mgou,1,0,0,1,CL,multiple-use,-0.658884457,-0.834620646,-0.967969356
Ctho-OCCL02,Ctho,0,1,0,1,CL,multiple-use,-0.658884457,-0.834620646,-0.967969356
Mtri-OCCL02,Mtri,0,1,0,1,CL,multiple-use,-0.658884457,-0.834620646,-0.967969356
Pcon-OCCL03,Pcon,1,1,0,2,CL,multiple-use,-0.342085689,-0.888561952,-0.7668473
Ctho-OCCL03,Ctho,0,2,0,2,CL,multiple-use,-0.342085689,-0.888561952,-0.7668473
Ptaj-OCCL03,Ptaj,0,3,0,3,CL,multiple-use,-0.342085689,-0.888561952,-0.7668473
Ltig-OCCL03,Ltig,0,2,0,2,CL,multiple-use,-0.342085689,-0.888561952,-0.7668473
Mgou-OCCL04,Mgou,4,3,0,7,CL,multiple-use,0.054026869,-0.563364384,-0.939414537
Esex-OCCL04,Esex,1,0,1,0,CL,multiple-use,0.054026869,-0.563364384,-0.939414537
Mtri-OCCL05,Mtri,0,1,0,1,CL,multiple-use,0.128335753,-0.59719537,-1.06137636
Mgou-OCCL05,Mgou,1,2,1,2,CL,multiple-use,0.128335753,-0.59719537,-1.06137636
Pcon-OCCL06,Pcon,0,1,0,1,CL,multiple-use,0.504813667,-0.281590033,-1.0871864
Mgou-OCCL06,Mgou,2,3,2,3,CL,multiple-use,0.504813667,-0.281590033,-1.0871864
Mgou-OCCL07,Mgou,3,2,2,3,CL,multiple-use,0.189342073,-0.160976354,-0.930506157
Mgou-OCCL08,Mgou,0,1,0,1,CL,multiple-use,0.252120259,-0.225709465,-0.946382511
Csem-OCCL08,Csem,0,1,0,1,CL,multiple-use,0.252120259,-0.225709465,-0.946382511
Csem-OCCL09,Csem,1,0,1,0,CL,multiple-use,0.112045277,-0.502667416,-0.772489715
Ctho-OCCL09,Ctho,0,2,0,2,CL,multiple-use,0.112045277,-0.502667416,-0.772489715
Ptaj-OCCL09,Ptaj,0,1,0,1,CL,multiple-use,0.112045277,-0.502667416,-0.772489715
Mgou-OCCL09,Mgou,1,0,1,0,CL,multiple-use,0.112045277,-0.502667416,-0.772489715
Mtri-OCCL10,Mtri,1,0,0,1,CL,multiple-use,0.010371022,-0.402027907,-1.00303098
Ptaj-OCCL10,Ptaj,1,0,1,0,CL,multiple-use,0.010371022,-0.402027907,-1.00303098
Mgou-OCCL10,Mgou,2,2,2,2,CL,multiple-use,0.010371022,-0.402027907,-1.00303098
Mgou-OCCL11,Mgou,9,4,8,5,CL,multiple-use,-0.060160818,-0.849060787,-0.516648244
Mgou-OCCL12,Mgou,2,1,1,2,CL,multiple-use,0.28928558,-0.728786484,-0.510410341
Ltig-OCCL12,Ltig,0,1,0,1,CL,multiple-use,0.28928558,-0.728786484,-0.510410341
Ptaj-OCCL12,Ptaj,0,4,0,4,CL,multiple-use,0.28928558,-0.728786484,-0.510410341
Lvet-OCCL13,Lvet,0,1,0,1,CL,multiple-use,0.59797432,-0.485510366,-0.601590548
Csem-OCCL13,Csem,0,1,0,1,CL,multiple-use,0.59797432,-0.485510366,-0.601590548
Ltig-OCCL14,Ltig,3,4,1,6,CL,multiple-use,-0.023816332,-0.569297145,-0.721076048
Csem-OCCL14,Csem,1,0,1,0,CL,multiple-use,-0.023816332,-0.569297145,-0.721076048
Mgou-OCCL15,Mgou,0,2,0,2,CL,multiple-use,-0.371687036,-0.64037989,-0.851768146
Ltig-OCCL18,Ltig,0,1,0,1,CL,multiple-use,-0.680969907,-1.087851631,-0.669350973
Mgou-OCCL18,Mgou,7,4,5,6,CL,multiple-use,-0.680969907,-1.087851631,-0.669350973
Csem-OCCL18,Csem,1,1,1,1,CL,multiple-use,-0.680969907,-1.087851631,-0.669350973
Ltig-OCCL20,Ltig,0,1,0,1,CL,multiple-use,-0.406225849,-1.001655374,-0.678049487
Ctho-OCCL20,Ctho,0,1,0,1,CL,multiple-use,-0.406225849,-1.001655374,-0.678049487
Dalb-OCCL20,Dalb,0,1,0,1,CL,multiple-use,-0.406225849,-1.001655374,-0.678049487
Ptaj-OCCL21,Ptaj,0,2,0,2,CL,multiple-use,0.303181984,-0.812369907,-1.106097697
Mgou-OCCL21,Mgou,2,1,2,1,CL,multiple-use,0.303181984,-0.812369907,-1.106097697
Cbra-OCCL21,Cbra,0,1,0,1,CL,multiple-use,0.303181984,-0.812369907,-1.106097697
Lvet-OCCL22,Lvet,0,2,0,2,CL,multiple-use,-0.407471373,-1.127843315,-0.510012602
Cbra-OCCL22,Cbra,0,1,0,1,CL,multiple-use,-0.407471373,-1.127843315,-0.510012602
Ctho-OCCL22,Ctho,0,1,0,1,CL,multiple-use,-0.407471373,-1.127843315,-0.510012602
Ltig-OCCL22,Ltig,0,3,0,3,CL,multiple-use,-0.407471373,-1.127843315,-0.510012602
Csem-OCCL23,Csem,0,2,0,2,CL,multiple-use,-0.65252986,-1.083105842,-0.475546216
Ptaj-OCCL24,Ptaj,0,1,0,1,CL,multiple-use,0.582707577,-0.534431681,-0.280647865
Mgou-OCCL24,Mgou,1,0,1,0,CL,multiple-use,0.582707577,-0.534431681,-0.280647865
Dalb-OCCL25,Dalb,0,1,0,1,CL,multiple-use,-0.172346075,-0.783440058,-0.314844032
Ptaj-OCCL25,Ptaj,0,3,0,3,CL,multiple-use,-0.172346075,-0.783440058,-0.314844032
Mgou-OCCL25,Mgou,1,1,1,1,CL,multiple-use,-0.172346075,-0.783440058,-0.314844032
Cbra-OCCL25,Cbra,0,1,0,1,CL,multiple-use,-0.172346075,-0.783440058,-0.314844032
Dnov-OCCL26,Dnov,1,0,0,1,CL,multiple-use,0.004492525,-1.150142803,0.003630976
Ptaj-OCCL26,Ptaj,0,2,0,2,CL,multiple-use,0.004492525,-1.150142803,0.003630976
Ctho-OCCL26,Ctho,0,1,0,1,CL,multiple-use,0.004492525,-1.150142803,0.003630976
Mgou-OCCL26,Mgou,1,0,0,1,CL,multiple-use,0.004492525,-1.150142803,0.003630976
Csem-OCCL27,Csem,0,1,0,1,CL,multiple-use,0.345450355,-0.874578241,-3.256660117
Mgou-OCCL27,Mgou,1,0,1,0,CL,multiple-use,0.345450355,-0.874578241,-3.256660117
Mgou-OCCL28,Mgou,1,0,1,0,CL,multiple-use,-0.816695529,-0.893365474,-0.202147546
Ptaj-OCCL28,Ptaj,2,0,0,2,CL,multiple-use,-0.816695529,-0.893365474,-0.202147546
Ptaj-OCCL29,Ptaj,0,2,0,2,CL,multiple-use,-0.118701416,-0.824890588,-0.500530193
Csem-OCCL29,Csem,1,0,1,0,CL,multiple-use,-0.118701416,-0.824890588,-0.500530193
Mgou-OCCL29,Mgou,8,0,3,5,CL,multiple-use,-0.118701416,-0.824890588,-0.500530193
Mgou-OCCL30,Mgou,2,0,1,1,CL,multiple-use,-0.575373437,-0.821371549,-0.419312461
Csem-OCCL30,Csem,1,0,1,0,CL,multiple-use,-0.575373437,-0.821371549,-0.419312461
Ltig-OCCL30,Ltig,0,1,0,1,CL,multiple-use,-0.575373437,-0.821371549,-0.419312461
Ptaj-OCCL30,Ptaj,1,0,0,1,CL,multiple-use,-0.575373437,-0.821371549,-0.419312461
Esex-OCCL30,Esex,1,0,1,0,CL,multiple-use,-0.575373437,-0.821371549,-0.419312461
Lpar-OCCL30,Lpar,0,1,0,1,CL,multiple-use,-0.575373437,-0.821371549,-0.419312461
Ltig-OCCL31,Ltig,0,1,0,1,CL,multiple-use,-0.624204392,-1.106989564,-0.073739877
Mgou-OCCL31,Mgou,1,2,1,2,CL,multiple-use,-0.624204392,-1.106989564,-0.073739877
Csem-OCCL31,Csem,0,1,0,1,CL,multiple-use,-0.624204392,-1.106989564,-0.073739877
Csem-OCCL32,Csem,0,1,0,1,CL,multiple-use,-0.235451624,-0.828009604,-0.683805492
Ctho-OCCL34,Ctho,1,0,1,0,CL,multiple-use,-0.761236073,-0.666035258,-0.951806628
Mgou-OCCL34,Mgou,2,0,2,0,CL,multiple-use,-0.761236073,-0.666035258,-0.951806628
Csem-OCCL34,Csem,1,0,1,0,CL,multiple-use,-0.761236073,-0.666035258,-0.951806628
Ptaj-OCCL34,Ptaj,1,0,1,0,CL,multiple-use,-0.761236073,-0.666035258,-0.951806628
Ctho-OCCL35,Ctho,0,1,0,1,CL,multiple-use,-0.851124266,-0.979342813,-0.599129616
Ptaj-OCCL35,Ptaj,0,1,0,1,CL,multiple-use,-0.851124266,-0.979342813,-0.599129616
Mgou-OCCL36,Mgou,3,0,1,2,CL,multiple-use,-0.381557934,-0.837580475,-0.414647703
Csem-OCCL36,Csem,1,0,0,1,CL,multiple-use,-0.381557934,-0.837580475,-0.414647703
Lvet-OCCL36,Lvet,0,1,0,1,CL,multiple-use,-0.381557934,-0.837580475,-0.414647703
Lpar-OCCL37,Lpar,0,1,0,1,CL,multiple-use,0.139418544,-0.781889647,-0.418993508
Mgou-OCCL37,Mgou,1,0,1,0,CL,multiple-use,0.139418544,-0.781889647,-0.418993508
Ptaj-OCCL39,Ptaj,1,2,1,2,CL,multiple-use,0.533938679,-0.662272975,-0.519963084
Pcon-OCCL39,Pcon,0,1,0,1,CL,multiple-use,0.533938679,-0.662272975,-0.519963084
Mgou-OCCL39,Mgou,3,2,0,5,CL,multiple-use,0.533938679,-0.662272975,-0.519963084
Ltig-OCCL39,Ltig,1,0,1,0,CL,multiple-use,0.533938679,-0.662272975,-0.519963084
Ltig-OCCL41,Ltig,0,1,0,1,CL,multiple-use,-1.029401404,-0.882514558,0.889037783
Cpaca-OCCL41,Cpaca,0,1,0,1,CL,multiple-use,-1.029401404,-0.882514558,0.889037783
Ltig-OCCL42,Ltig,0,1,0,1,CL,multiple-use,-0.441814424,-0.895662891,0.728414759
Mgou-OCCL43,Mgou,2,0,1,1,CL,multiple-use,-0.541418695,-0.742954996,-0.923131138
Ltig-OCCL43,Ltig,0,1,0,1,CL,multiple-use,-0.541418695,-0.742954996,-0.923131138
Ptaj-OCCL43,Ptaj,1,0,1,0,CL,multiple-use,-0.541418695,-0.742954996,-0.923131138
Csem-OCCL44,Csem,4,6,3,7,CL,multiple-use,-0.643471725,-1.074157108,-0.593304024
Mgou-OCCL44,Mgou,1,3,1,3,CL,multiple-use,-0.643471725,-1.074157108,-0.593304024
Cuni-OCCL45,Cuni,1,0,1,0,CL,multiple-use,0.220354818,-0.767069921,-1.129339658
Dalb-OCCL45,Dalb,0,2,0,2,CL,multiple-use,0.220354818,-0.767069921,-1.129339658
Pyag-OCCL46,Pyag,1,0,1,0,CL,multiple-use,-0.97954888,-0.584818992,-0.661312267
Ltig-OCCL46,Ltig,0,1,0,1,CL,multiple-use,-0.97954888,-0.584818992,-0.661312267
Gcuj-OCCL46,Gcuj,1,0,1,0,CL,multiple-use,-0.97954888,-0.584818992,-0.661312267
Mgou-OCCL47,Mgou,2,1,2,1,CL,multiple-use,-0.69610195,-0.691504382,-0.790171249
Csem-OCCL47,Csem,0,1,0,1,CL,multiple-use,-0.69610195,-0.691504382,-0.790171249
Mgou-OCCL48,Mgou,1,0,1,0,CL,multiple-use,-1.067896356,-0.897481869,-0.160823181
Ltig-OCCL49,Ltig,1,2,1,2,CL,multiple-use,-1.002267416,-1.127996819,0.42158944
Mgou-OCCL49,Mgou,0,2,0,2,CL,multiple-use,-1.002267416,-1.127996819,0.42158944
Cbra-OCCL49,Cbra,1,0,0,1,CL,multiple-use,-1.002267416,-1.127996819,0.42158944
Ltig-OCCL50,Ltig,0,1,0,1,CL,multiple-use,-0.758480188,-1.065112602,-0.143059017
Mgou-OCCL50,Mgou,0,2,0,2,CL,multiple-use,-0.758480188,-1.065112602,-0.143059017
Ctho-OCCL50,Ctho,0,6,0,6,CL,multiple-use,-0.758480188,-1.065112602,-0.143059017
Dalb-OCCL50,Dalb,0,2,0,2,CL,multiple-use,-0.758480188,-1.065112602,-0.143059017
Dalb-OCCL51,Dalb,0,1,0,1,CL,multiple-use,-1.034768473,-1.03574099,-0.10411194
Mgou-OCCL52,Mgou,1,0,1,0,CL,multiple-use,-0.800077339,-0.997596835,-0.652327343
Ltig-OCCL52,Ltig,0,1,0,1,CL,multiple-use,-0.800077339,-0.997596835,-0.652327343
Esex-OCCL53,Esex,1,0,1,0,CL,multiple-use,-0.599290003,-0.841298871,-0.494258039
Ptaj-OCCL53,Ptaj,2,0,1,1,CL,multiple-use,-0.599290003,-0.841298871,-0.494258039
Mgou-OCCL53,Mgou,1,1,0,2,CL,multiple-use,-0.599290003,-0.841298871,-0.494258039
Ltig-OCCL53,Ltig,0,1,0,1,CL,multiple-use,-0.599290003,-0.841298871,-0.494258039
Pcon-OCCL54,Pcon,1,0,1,0,CL,multiple-use,0.067970005,-0.626151966,-0.576146629
Ltig-OCCL54,Ltig,1,0,1,0,CL,multiple-use,0.067970005,-0.626151966,-0.576146629
Ptaj-OCCL54,Ptaj,1,0,1,0,CL,multiple-use,0.067970005,-0.626151966,-0.576146629
Mgou-OCCL54,Mgou,1,0,1,0,CL,multiple-use,0.067970005,-0.626151966,-0.576146629
Daza-OCCL54,Daza,1,0,1,0,CL,multiple-use,0.067970005,-0.626151966,-0.576146629
Mgou-OCCL55,Mgou,1,0,1,0,CL,multiple-use,-0.226757232,-0.80334371,-0.663737186
Mgou-OCCL56,Mgou,4,2,4,2,CL,multiple-use,-0.625497058,-1.039998779,-0.275662357
Dalb-OCCL56,Dalb,0,3,0,3,CL,multiple-use,-0.625497058,-1.039998779,-0.275662357
Ptaj-OCCL57,Ptaj,0,1,0,1,CL,multiple-use,-0.075038551,-0.579154435,-0.371871361
Dnov-OCCL57,Dnov,0,1,0,1,CL,multiple-use,-0.075038551,-0.579154435,-0.371871361
Mgou-OCCL57,Mgou,2,1,1,2,CL,multiple-use,-0.075038551,-0.579154435,-0.371871361
Ptaj-OCCL58,Ptaj,0,1,0,1,CL,multiple-use,-0.779432238,-0.48504083,-0.543172787
Ltig-OCCL58,Ltig,0,1,0,1,CL,multiple-use,-0.779432238,-0.48504083,-0.543172787
Lvet-OCCL58,Lvet,0,1,0,1,CL,multiple-use,-0.779432238,-0.48504083,-0.543172787
Mgou-OCCL59,Mgou,2,1,2,1,CL,multiple-use,-0.962009664,-0.567286771,-0.30307579
Ltig-OCCL59,Ltig,0,1,0,1,CL,multiple-use,-0.962009664,-0.567286771,-0.30307579
Ptaj-OCCL60,Ptaj,0,2,0,2,CL,multiple-use,-0.339676994,-0.599859806,-0.790757787
Ltig-OCCL60,Ltig,0,1,0,1,CL,multiple-use,-0.339676994,-0.599859806,-0.790757787
Daza-OCCL60,Daza,2,1,1,2,CL,multiple-use,-0.339676994,-0.599859806,-0.790757787
Ltig-OCCL61,Ltig,0,1,0,1,CL,multiple-use,-1.018995741,-0.715471812,-0.555127372
Csem-OCCL61,Csem,1,0,0,1,CL,multiple-use,-1.018995741,-0.715471812,-0.555127372
Mgou-OCCL61,Mgou,3,2,3,2,CL,multiple-use,-1.018995741,-0.715471812,-0.555127372
Ttet-OCCL62,Ttet,0,1,0,1,CL,multiple-use,-1.120173776,-0.909968951,0.02460721
Ltig-OCCL62,Ltig,1,0,0,1,CL,multiple-use,-1.120173776,-0.909968951,0.02460721
Ttet-OCCL64,Ttet,0,2,0,2,CL,multiple-use,0.038757201,-0.593511199,-0.643031758
Mgou-OCCL64,Mgou,4,1,2,3,CL,multiple-use,0.038757201,-0.593511199,-0.643031758
Esex-OCCL64,Esex,1,0,1,0,CL,multiple-use,0.038757201,-0.593511199,-0.643031758
Cbra-OCCL65,Cbra,0,1,0,1,CL,multiple-use,-0.569840143,-0.825474778,-0.237960291
Esex-OCCL65,Esex,1,0,1,0,CL,multiple-use,-0.569840143,-0.825474778,-0.237960291
Lpar-OCCL66,Lpar,0,2,0,2,CL,multiple-use,-0.332781198,-0.755773321,-0.669918633
Ctho-OCCL66,Ctho,0,2,0,2,CL,multiple-use,-0.332781198,-0.755773321,-0.669918633
