sppSite,sppCode,day_records,night_records,core_records,Nocore_records,survey_area,pa_type,Dist_water,Dist_humset,NDVImean_500m
Ctho-OCMS44,Ctho,1,0,0,1,MS,strict,-0.69859674,-0.677821463,1.003592187
Pcan-OCMS44,Pcan,0,2,0,2,MS,strict,-0.69859674,-0.677821463,1.003592187
Hhyd-OCMS44,Hhyd,2,0,2,0,MS,strict,-0.69859674,-0.677821463,1.003592187
Sbra-OCMS44,Sbra,0,8,0,8,MS,strict,-0.69859674,-0.677821463,1.003592187
Pyag-OCMS44,Pyag,3,0,3,0,MS,strict,-0.69859674,-0.677821463,1.003592187
Csem-OCMS45,Csem,0,1,0,1,MS,strict,1.103679551,-0.283980407,1.802562153
Mgou-OCMS45,Mgou,0,1,0,1,MS,strict,1.103679551,-0.283980407,1.802562153
Mgou-OCMS46,Mgou,1,0,0,1,MS,strict,2.211102823,-0.093280273,1.814206131
Dnov-OCMS46,Dnov,0,2,0,2,MS,strict,2.211102823,-0.093280273,1.814206131
Esex-OCMS46,Esex,1,0,1,0,MS,strict,2.211102823,-0.093280273,1.814206131
Mgou-OCPD01,Mgou,0,1,0,1,VPD,multiple-use,0.026876562,-0.414639583,-1.643935272
Obez-OCPD01,Obez,1,0,1,0,VPD,multiple-use,0.026876562,-0.414639583,-1.643935272
Dalb-OCPD01,Dalb,0,1,0,1,VPD,multiple-use,0.026876562,-0.414639583,-1.643935272
Lvet-OCPD01,Lvet,0,5,0,5,VPD,multiple-use,0.026876562,-0.414639583,-1.643935272
Dalb-OCPD02,Dalb,0,4,0,4,VPD,multiple-use,0.243079905,-0.543786411,-1.332281431
Mgou-OCPD02,Mgou,4,2,2,4,VPD,multiple-use,0.243079905,-0.543786411,-1.332281431
Mgou-OCPD03,Mgou,1,1,1,1,VPD,multiple-use,-0.177510011,-0.977055684,-1.262747016
Pcon-OCPD03,Pcon,0,1,0,1,VPD,multiple-use,-0.177510011,-0.977055684,-1.262747016
Lvet-OCPD03,Lvet,1,5,0,6,VPD,multiple-use,-0.177510011,-0.977055684,-1.262747016
Csem-OCPD03,Csem,0,1,0,1,VPD,multiple-use,-0.177510011,-0.977055684,-1.262747016
Mgou-OCPD04,Mgou,1,0,1,0,VPD,multiple-use,0.140699804,-0.759938863,-1.129869276
Cpaca-OCPD07,Cpaca,0,5,0,5,VPD,multiple-use,-1.027523029,-0.978210881,-0.967476408
Dalb-OCPD08,Dalb,0,5,0,5,VPD,multiple-use,-1.017911121,-1.006262257,-1.632925303
Ltig-OCPD08,Ltig,0,1,0,1,VPD,multiple-use,-1.017911121,-1.006262257,-1.632925303
Cpaca-OCPD08,Cpaca,0,2,0,2,VPD,multiple-use,-1.017911121,-1.006262257,-1.632925303
Mgou-OCPD09,Mgou,1,5,0,6,VPD,multiple-use,-0.611210298,-1.004171472,-1.405115135
Ctho-OCPD09,Ctho,0,1,0,1,VPD,multiple-use,-0.611210298,-1.004171472,-1.405115135
Lvet-OCPD09,Lvet,0,1,0,1,VPD,multiple-use,-0.611210298,-1.004171472,-1.405115135
Ctho-OCPD10,Ctho,0,1,0,1,VPD,multiple-use,-0.592331683,-0.791956838,-1.04356186
Mgou-OCPD10,Mgou,0,1,0,1,VPD,multiple-use,-0.592331683,-0.791956838,-1.04356186
Csem-OCPD10,Csem,0,1,0,1,VPD,multiple-use,-0.592331683,-0.791956838,-1.04356186
Obez-OCPD11,Obez,2,0,2,0,VPD,multiple-use,-0.561523473,-0.84964927,-1.801471203
Lvet-OCPD11,Lvet,0,1,0,1,VPD,multiple-use,-0.561523473,-0.84964927,-1.801471203
Ltig-OCPD11,Ltig,2,3,2,3,VPD,multiple-use,-0.561523473,-0.84964927,-1.801471203
Obez-OCPD12,Obez,1,0,1,0,VPD,multiple-use,-0.964908262,-0.971876033,-1.125729351
Ctho-OCPD12,Ctho,0,1,0,1,VPD,multiple-use,-0.964908262,-0.971876033,-1.125729351
Obez-OCPD13,Obez,2,0,2,0,VPD,multiple-use,-0.273967983,-0.668213657,-1.899897752
Obez-OCPD14,Obez,8,1,8,1,VPD,multiple-use,0.054784535,-0.683917936,-1.914029706
Obez-OCPD15,Obez,1,0,1,0,VPD,multiple-use,-0.570412809,-0.983342993,-1.443895797
Esex-OCPD15,Esex,0,1,0,1,VPD,multiple-use,-0.570412809,-0.983342993,-1.443895797
Ctho-OCPD16,Ctho,2,0,2,0,VPD,multiple-use,-1.066676217,-1.017310068,-1.45777328
Mgou-OCPD17,Mgou,2,1,1,2,VPD,multiple-use,-0.05470046,-0.990460834,-0.891602191
Ctho-OCPD17,Ctho,0,1,0,1,VPD,multiple-use,-0.05470046,-0.990460834,-0.891602191
Lvet-OCPD17,Lvet,0,1,0,1,VPD,multiple-use,-0.05470046,-0.990460834,-0.891602191
Dalb-OCPD18,Dalb,0,1,0,1,VPD,multiple-use,0.365644037,-0.736135118,-1.269153754
Lvet-OCPD18,Lvet,0,1,0,1,VPD,multiple-use,0.365644037,-0.736135118,-1.269153754
Mgou-OCPD18,Mgou,1,0,1,0,VPD,multiple-use,0.365644037,-0.736135118,-1.269153754
Dnov-OCPD19,Dnov,0,1,0,1,VPD,multiple-use,-0.621233443,-1.072405829,-0.448014907
Mgou-OCPD20,Mgou,2,0,2,0,VPD,multiple-use,-0.70478365,-1.104891694,-0.897720509
Dalb-OCPD20,Dalb,0,1,0,1,VPD,multiple-use,-0.70478365,-1.104891694,-0.897720509
Cuni-OCPD20,Cuni,1,0,0,1,VPD,multiple-use,-0.70478365,-1.104891694,-0.897720509
Ctho-OCPD20,Ctho,0,4,0,4,VPD,multiple-use,-0.70478365,-1.104891694,-0.897720509
Mgou-OCPD21,Mgou,3,2,2,3,VPD,multiple-use,-0.898704024,-1.047604312,-0.40239799
Ltig-OCPD21,Ltig,0,1,0,1,VPD,multiple-use,-0.898704024,-1.047604312,-0.40239799
Ctho-OCPD21,Ctho,0,2,0,2,VPD,multiple-use,-0.898704024,-1.047604312,-0.40239799
Cpaca-OCPD22,Cpaca,0,4,0,4,VPD,multiple-use,-1.045504598,-1.131829539,-0.938680035
Dalb-OCPD22,Dalb,0,4,0,4,VPD,multiple-use,-1.045504598,-1.131829539,-0.938680035
Mgou-OCPD23,Mgou,1,0,1,0,VPD,multiple-use,-0.926885901,-1.013583665,-0.753003054
Mgou-OCPD24,Mgou,2,0,2,0,VPD,multiple-use,-0.472430321,-0.932408966,-1.151610206
Lvet-OCPD25,Lvet,0,2,0,2,VPD,multiple-use,-0.86974746,-0.902799473,-1.491893347
Ctho-OCPD26,Ctho,0,1,0,1,VPD,multiple-use,-0.453115729,-0.787596045,-0.929572803
Mgou-OCPD26,Mgou,2,0,2,0,VPD,multiple-use,-0.453115729,-0.787596045,-0.929572803
Lvet-OCPD28,Lvet,0,1,0,1,VPD,multiple-use,-0.861660418,-1.005863673,-1.366993392
Cuni-OCPD28,Cuni,1,0,1,0,VPD,multiple-use,-0.861660418,-1.005863673,-1.366993392
Mgou-OCPD29,Mgou,3,0,3,0,VPD,multiple-use,-1.057180584,-0.708652037,-1.333945817
Mgou-OCPD30,Mgou,1,0,1,0,VPD,multiple-use,-0.173007293,-0.806802205,-1.527263106
Lvet-OCPD30,Lvet,0,1,0,1,VPD,multiple-use,-0.173007293,-0.806802205,-1.527263106
Csem-OCPD30,Csem,0,1,0,1,VPD,multiple-use,-0.173007293,-0.806802205,-1.527263106
Ltig-OCPD31,Ltig,1,0,1,0,VPD,multiple-use,-0.802527677,-0.654286774,-1.359127827
Mgou-OCPD31,Mgou,2,0,1,1,VPD,multiple-use,-0.802527677,-0.654286774,-1.359127827
Lvet-OCPD31,Lvet,0,1,0,1,VPD,multiple-use,-0.802527677,-0.654286774,-1.359127827
Dalb-OCPD32,Dalb,0,3,0,3,VPD,multiple-use,-0.233824576,-0.714479614,-1.415002169
Pyag-OCPD32,Pyag,1,0,1,0,VPD,multiple-use,-0.233824576,-0.714479614,-1.415002169
Mgou-OCPD32,Mgou,0,1,0,1,VPD,multiple-use,-0.233824576,-0.714479614,-1.415002169
Ctho-OCPD32,Ctho,1,0,1,0,VPD,multiple-use,-0.233824576,-0.714479614,-1.415002169
Ltig-OCPD33,Ltig,1,0,0,1,VPD,multiple-use,-0.548891426,-0.628014347,-1.937848187
Dnov-OCPD33,Dnov,2,0,2,0,VPD,multiple-use,-0.548891426,-0.628014347,-1.937848187
Csem-OCPD33,Csem,0,2,0,2,VPD,multiple-use,-0.548891426,-0.628014347,-1.937848187
Mgou-OCPD33,Mgou,0,2,0,2,VPD,multiple-use,-0.548891426,-0.628014347,-1.937848187
Lvet-OCPD33,Lvet,2,3,1,4,VPD,multiple-use,-0.548891426,-0.628014347,-1.937848187
Mgou-OCPD34,Mgou,3,0,2,1,VPD,multiple-use,-0.93303257,-0.793010109,-1.597506864
Dalb-OCPD34,Dalb,0,1,0,1,VPD,multiple-use,-0.93303257,-0.793010109,-1.597506864
Lvet-OCPD34,Lvet,0,1,0,1,VPD,multiple-use,-0.93303257,-0.793010109,-1.597506864
Mgou-OCPD35,Mgou,3,0,2,1,VPD,multiple-use,-0.775555587,-0.498511788,-1.386864429
Lvet-OCPD35,Lvet,0,3,0,3,VPD,multiple-use,-0.775555587,-0.498511788,-1.386864429
Dalb-OCPD35,Dalb,0,1,0,1,VPD,multiple-use,-0.775555587,-0.498511788,-1.386864429
Ltig-OCPD35,Ltig,1,0,1,0,VPD,multiple-use,-0.775555587,-0.498511788,-1.386864429
Lvet-OCPD36,Lvet,0,16,0,16,VPD,multiple-use,-0.678470964,-0.950366947,-1.434787783
Dalb-OCPD36,Dalb,0,1,0,1,VPD,multiple-use,-0.678470964,-0.950366947,-1.434787783
Lvet-OCPD37,Lvet,0,1,0,1,VPD,multiple-use,-0.579270677,-1.007915243,-1.413026161
Ltig-OCPD37,Ltig,0,1,0,1,VPD,multiple-use,-0.579270677,-1.007915243,-1.413026161
Mgou-OCPD37,Mgou,0,1,0,1,VPD,multiple-use,-0.579270677,-1.007915243,-1.413026161
Obez-OCPD38,Obez,1,0,1,0,VPD,multiple-use,-0.143927844,-0.847307576,-1.750277294
Ltig-OCPD39,Ltig,0,1,0,1,VPD,multiple-use,0.278447215,-0.535614466,-1.627717564
Cbra-OCPD39,Cbra,1,0,0,1,VPD,multiple-use,0.278447215,-0.535614466,-1.627717564
Csem-OCPD39,Csem,1,0,1,0,VPD,multiple-use,0.278447215,-0.535614466,-1.627717564
Obez-OCPD39,Obez,1,0,1,0,VPD,multiple-use,0.278447215,-0.535614466,-1.627717564
Lvet-OCPD40,Lvet,0,6,0,6,VPD,multiple-use,-0.36574502,-0.883137653,-0.954155251
Mgou-OCPD40,Mgou,0,2,0,2,VPD,multiple-use,-0.36574502,-0.883137653,-0.954155251
Cuni-OCPD41,Cuni,3,0,1,2,VPD,multiple-use,-0.403617357,-1.029499723,-0.512693701
Dnov-OCPD41,Dnov,1,3,1,3,VPD,multiple-use,-0.403617357,-1.029499723,-0.512693701
Mgou-OCPD41,Mgou,1,2,1,2,VPD,multiple-use,-0.403617357,-1.029499723,-0.512693701
Ltig-OCPD41,Ltig,0,2,0,2,VPD,multiple-use,-0.403617357,-1.029499723,-0.512693701
Mgou-OCPD42,Mgou,1,0,0,1,VPD,multiple-use,0.406730754,-0.616546597,-0.853524912
Csem-OCPD42,Csem,0,3,0,3,VPD,multiple-use,0.406730754,-0.616546597,-0.853524912
Ctho-OCPD43,Ctho,1,0,0,1,VPD,multiple-use,-0.881555105,-1.039582009,-1.657429356
Ltig-OCPD44,Ltig,1,1,1,1,VPD,multiple-use,-0.298025449,-0.749358149,-1.394750598
Csem-OCPD44,Csem,0,4,0,4,VPD,multiple-use,-0.298025449,-0.749358149,-1.394750598
Obez-OCPD44,Obez,1,0,1,0,VPD,multiple-use,-0.298025449,-0.749358149,-1.394750598
Dalb-OCPD45,Dalb,0,2,0,2,VPD,multiple-use,0.064979345,-0.671931473,-0.941563277
Ltig-OCPD45,Ltig,0,1,0,1,VPD,multiple-use,0.064979345,-0.671931473,-0.941563277
Csem-OCPD45,Csem,0,1,0,1,VPD,multiple-use,0.064979345,-0.671931473,-0.941563277
Esex-OCPD45,Esex,1,0,1,0,VPD,multiple-use,0.064979345,-0.671931473,-0.941563277
Mgou-OCPD45,Mgou,3,0,2,1,VPD,multiple-use,0.064979345,-0.671931473,-0.941563277
Lvet-OCPD46,Lvet,0,1,0,1,VPD,multiple-use,0.336664837,-0.750495619,-1.136914044
Ltig-OCPD46,Ltig,0,1,0,1,VPD,multiple-use,0.336664837,-0.750495619,-1.136914044
Cbra-OCPD46,Cbra,0,1,0,1,VPD,multiple-use,0.336664837,-0.750495619,-1.136914044
Csem-OCPD46,Csem,0,1,0,1,VPD,multiple-use,0.336664837,-0.750495619,-1.136914044
Mgou-OCPD46,Mgou,1,0,0,1,VPD,multiple-use,0.336664837,-0.750495619,-1.136914044
Lvet-OCPD48,Lvet,0,5,0,5,VPD,multiple-use,-0.88986575,-0.91887839,-1.498372288
Mgou-OCPD49,Mgou,1,1,1,1,VPD,multiple-use,-0.72539816,-1.072553515,-0.879906864
Obez-OCPD50,Obez,1,0,1,0,VPD,multiple-use,0.242096295,-0.671877533,-1.907424401
Csem-OCPD50,Csem,0,3,0,3,VPD,multiple-use,0.242096295,-0.671877533,-1.907424401
Ctho-OCPD51,Ctho,5,14,3,16,VPD,multiple-use,-0.421457441,-0.599086118,-1.539502588
Lvet-OCPD51,Lvet,0,3,0,3,VPD,multiple-use,-0.421457441,-0.599086118,-1.539502588
Mgou-OCPD51,Mgou,1,0,1,0,VPD,multiple-use,-0.421457441,-0.599086118,-1.539502588
Lbra-OCPD51,Lbra,0,1,0,1,VPD,multiple-use,-0.421457441,-0.599086118,-1.539502588
Ctho-OCPD52,Ctho,0,6,0,6,VPD,multiple-use,-0.070002764,-0.542432219,-2.038050558
Esex-OCPD52,Esex,0,1,0,1,VPD,multiple-use,-0.070002764,-0.542432219,-2.038050558
Lvet-OCPD53,Lvet,0,5,0,5,VPD,multiple-use,-0.404472349,-0.981475583,-1.204466081
Ctho-OCPD53,Ctho,0,9,0,9,VPD,multiple-use,-0.404472349,-0.981475583,-1.204466081
Mgou-OCPD53,Mgou,0,1,0,1,VPD,multiple-use,-0.404472349,-0.981475583,-1.204466081
Csem-OCPD53,Csem,0,1,0,1,VPD,multiple-use,-0.404472349,-0.981475583,-1.204466081
Ttet-OCPD54,Ttet,0,1,0,1,VPD,multiple-use,0.300162723,-0.737805636,-1.506360499
Ctho-OCPD54,Ctho,1,0,1,0,VPD,multiple-use,0.300162723,-0.737805636,-1.506360499
Ctho-OCPD55,Ctho,3,1,3,1,VPD,multiple-use,0.199561214,-0.756715737,-1.093120278
Mgou-OCPD55,Mgou,1,1,0,2,VPD,multiple-use,0.199561214,-0.756715737,-1.093120278
Ttet-OCPD55,Ttet,0,2,0,2,VPD,multiple-use,0.199561214,-0.756715737,-1.093120278
Ltig-OCPD55,Ltig,0,1,0,1,VPD,multiple-use,0.199561214,-0.756715737,-1.093120278
Dnov-OCPD56,Dnov,2,0,2,0,VPD,multiple-use,-0.111620035,-0.99110065,-1.268477238
Ctho-OCPD56,Ctho,1,0,1,0,VPD,multiple-use,-0.111620035,-0.99110065,-1.268477238
Csem-OCPD56,Csem,0,1,0,1,VPD,multiple-use,-0.111620035,-0.99110065,-1.268477238
Ltig-OCPD57,Ltig,0,1,0,1,VPD,multiple-use,-0.540490006,-0.990923016,-1.201135939
Lvet-OCPD57,Lvet,0,2,0,2,VPD,multiple-use,-0.540490006,-0.990923016,-1.201135939
Cpaca-OCPD58,Cpaca,0,4,0,4,VPD,multiple-use,-1.071317788,-0.952145229,-0.965109849
Dnov-OCPD58,Dnov,0,6,0,6,VPD,multiple-use,-1.071317788,-0.952145229,-0.965109849
Dalb-OCPD58,Dalb,0,6,0,6,VPD,multiple-use,-1.071317788,-0.952145229,-0.965109849
Dalb-OCPD59,Dalb,0,3,0,3,VPD,multiple-use,0.070203759,-0.674477833,-1.369309828
Ctho-OCPD59,Ctho,1,0,0,1,VPD,multiple-use,0.070203759,-0.674477833,-1.369309828
Lvet-OCPD59,Lvet,0,1,0,1,VPD,multiple-use,0.070203759,-0.674477833,-1.369309828
Dalb-OCPD60,Dalb,0,4,0,4,VPD,multiple-use,-1.015346729,-1.046151472,0.020905217
Hhyd-OCPD60,Hhyd,0,1,0,1,VPD,multiple-use,-1.015346729,-1.046151472,0.020905217
Sbra-OCPD60,Sbra,0,13,0,13,VPD,multiple-use,-1.015346729,-1.046151472,0.020905217
Ttet-OCPD60,Ttet,0,1,0,1,VPD,multiple-use,-1.015346729,-1.046151472,0.020905217
Mgou-OCPD60,Mgou,3,1,3,1,VPD,multiple-use,-1.015346729,-1.046151472,0.020905217
Lvet-OCPD61,Lvet,0,1,0,1,VPD,multiple-use,-0.052142033,-0.604400516,-1.296993181
Esex-OCPD61,Esex,1,0,1,0,VPD,multiple-use,-0.052142033,-0.604400516,-1.296993181
Ctho-OCPD61,Ctho,1,0,0,1,VPD,multiple-use,-0.052142033,-0.604400516,-1.296993181
Csem-OCPD61,Csem,0,2,0,2,VPD,multiple-use,-0.052142033,-0.604400516,-1.296993181
Daza-OCPD62,Daza,28,2,13,17,VPD,multiple-use,-0.112228204,-0.777408173,-1.278597713
Mgou-OCPD62,Mgou,1,1,1,1,VPD,multiple-use,-0.112228204,-0.777408173,-1.278597713
Ltig-OCPD62,Ltig,0,1,0,1,VPD,multiple-use,-0.112228204,-0.777408173,-1.278597713
Dalb-OCVB01,Dalb,0,1,0,1,VB,multiple-use,-0.795287557,-0.923597022,0.05884624
Mgou-OCVB01,Mgou,0,1,0,1,VB,multiple-use,-0.795287557,-0.923597022,0.05884624
Mgou-OCVB02,Mgou,6,5,3,8,VB,multiple-use,-0.866660527,-1.06878547,0.011261108
Ctho-OCVB02,Ctho,0,1,0,1,VB,multiple-use,-0.866660527,-1.06878547,0.011261108
Dalb-OCVB02,Dalb,0,1,0,1,VB,multiple-use,-0.866660527,-1.06878547,0.011261108
Mgou-OCVB03,Mgou,9,17,7,19,VB,multiple-use,-0.271003584,-0.879912313,0.432615297
Csem-OCVB04,Csem,0,1,0,1,VB,multiple-use,-0.527631899,-0.893212847,-0.194662461
Mgou-OCVB04,Mgou,5,2,5,2,VB,multiple-use,-0.527631899,-0.893212847,-0.194662461
Dalb-OCVB05,Dalb,0,2,0,2,VB,multiple-use,-1.014001657,-1.119780835,0.163399113
Mgou-OCVB07,Mgou,0,1,0,1,VB,multiple-use,-0.160434496,-0.964772707,0.31822779
Dalb-OCVB07,Dalb,0,2,0,2,VB,multiple-use,-0.160434496,-0.964772707,0.31822779
Ltig-OCVB08,Ltig,0,1,0,1,VB,multiple-use,-0.426314017,-0.90852781,0.187123755
Ctho-OCVB08,Ctho,0,1,0,1,VB,multiple-use,-0.426314017,-0.90852781,0.187123755
Lpar-OCVB08,Lpar,0,3,0,3,VB,multiple-use,-0.426314017,-0.90852781,0.187123755
Ttet-OCVB08,Ttet,0,1,0,1,VB,multiple-use,-0.426314017,-0.90852781,0.187123755
Dalb-OCVB08,Dalb,0,1,0,1,VB,multiple-use,-0.426314017,-0.90852781,0.187123755
Lvet-OCVB09,Lvet,0,1,0,1,VB,multiple-use,0.042170503,-0.720310819,-0.61743354
Csem-OCVB09,Csem,0,1,0,1,VB,multiple-use,0.042170503,-0.720310819,-0.61743354
Dalb-OCVB10,Dalb,0,1,0,1,VB,multiple-use,-0.534045921,-0.864061361,0.171390615
Mgou-OCVB10,Mgou,1,1,1,1,VB,multiple-use,-0.534045921,-0.864061361,0.171390615
Lvet-OCVB11,Lvet,0,1,0,1,VB,multiple-use,-0.312612374,-0.802856059,0.418173839
Ctho-OCVB11,Ctho,1,0,0,1,VB,multiple-use,-0.312612374,-0.802856059,0.418173839
Mgou-OCVB11,Mgou,5,3,4,4,VB,multiple-use,-0.312612374,-0.802856059,0.418173839
Csem-OCVB11,Csem,0,2,0,2,VB,multiple-use,-0.312612374,-0.802856059,0.418173839
Dalb-OCVB11,Dalb,0,4,0,4,VB,multiple-use,-0.312612374,-0.802856059,0.418173839
Esex-OCVB12,Esex,1,0,1,0,VB,multiple-use,0.402231019,-0.574846798,-0.155390079
Cbra-OCVB12,Cbra,0,1,0,1,VB,multiple-use,0.402231019,-0.574846798,-0.155390079
Csem-OCVB13,Csem,0,2,0,2,VB,multiple-use,-0.063531832,-0.871083815,0.040793851
Dalb-OCVB13,Dalb,0,9,0,9,VB,multiple-use,-0.063531832,-0.871083815,0.040793851
Lvet-OCVB13,Lvet,0,1,0,1,VB,multiple-use,-0.063531832,-0.871083815,0.040793851
Esex-OCVB13,Esex,1,0,1,0,VB,multiple-use,-0.063531832,-0.871083815,0.040793851
Mgou-OCVB13,Mgou,5,3,4,4,VB,multiple-use,-0.063531832,-0.871083815,0.040793851
Dalb-OCVB14,Dalb,0,4,0,4,VB,multiple-use,-0.508100956,-0.893172584,-0.222819631
Mgou-OCVB14,Mgou,2,1,2,1,VB,multiple-use,-0.508100956,-0.893172584,-0.222819631
Ctho-OCVB15,Ctho,0,1,0,1,VB,multiple-use,-0.232825116,-0.929747199,0.357808325
Mgou-OCVB15,Mgou,1,5,1,5,VB,multiple-use,-0.232825116,-0.929747199,0.357808325
Dalb-OCVB17,Dalb,0,38,0,38,VB,multiple-use,-0.854155752,-1.074770344,1.102183105
Pyag-OCVB17,Pyag,1,0,0,1,VB,multiple-use,-0.854155752,-1.074770344,1.102183105
Ttet-OCVB17,Ttet,0,1,0,1,VB,multiple-use,-0.854155752,-1.074770344,1.102183105
Dnov-OCVB17,Dnov,0,1,0,1,VB,multiple-use,-0.854155752,-1.074770344,1.102183105
Ctho-OCVB17,Ctho,0,2,0,2,VB,multiple-use,-0.854155752,-1.074770344,1.102183105
Csem-OCVB18,Csem,0,1,0,1,VB,multiple-use,-1.08660313,-1.115678814,1.079289277
Dalb-OCVB19,Dalb,0,1,0,1,VB,multiple-use,-0.631357656,-1.070877354,-0.149904008
Mgou-OCVB20,Mgou,0,2,0,2,VB,multiple-use,-0.794874741,-0.840819137,0.897668614
Ltig-OCVB20,Ltig,0,1,0,1,VB,multiple-use,-0.794874741,-0.840819137,0.897668614
Mtri-OCVB20,Mtri,0,2,0,2,VB,multiple-use,-0.794874741,-0.840819137,0.897668614
Esex-OCVB21,Esex,2,0,2,0,VB,multiple-use,-0.393618017,-0.932824545,-0.008896357
Mgou-OCVB21,Mgou,1,0,1,0,VB,multiple-use,-0.393618017,-0.932824545,-0.008896357
Ctho-OCVB22,Ctho,1,0,1,0,VB,multiple-use,-0.730462606,-0.679590794,-0.373164911
Ltig-OCVB22,Ltig,0,4,0,4,VB,multiple-use,-0.730462606,-0.679590794,-0.373164911
Mgou-OCVB23,Mgou,4,0,4,0,VB,multiple-use,-1.070767172,-0.083931652,-0.342049183
Dnov-OCVB23,Dnov,0,1,0,1,VB,multiple-use,-1.070767172,-0.083931652,-0.342049183
Dalb-OCVB23,Dalb,0,1,0,1,VB,multiple-use,-1.070767172,-0.083931652,-0.342049183
Dnov-OCVB24,Dnov,0,10,0,10,VB,multiple-use,-1.018489226,-0.181866715,-0.383648891
Dalb-OCVB24,Dalb,0,2,0,2,VB,multiple-use,-1.018489226,-0.181866715,-0.383648891
Ctho-OCVB25,Ctho,0,2,0,2,VB,multiple-use,-0.543076741,-0.218568621,0.056453899
Mgou-OCVB25,Mgou,1,0,1,0,VB,multiple-use,-0.543076741,-0.218568621,0.056453899
Ltig-OCVB25,Ltig,0,2,0,2,VB,multiple-use,-0.543076741,-0.218568621,0.056453899
Mgou-OCVB26,Mgou,1,0,1,0,VB,multiple-use,-0.208400807,-0.205462336,0.049623124
Dnov-OCVB27,Dnov,1,0,1,0,VB,multiple-use,0.234270758,-0.307065319,-0.698318869
Mgou-OCVB28,Mgou,0,1,0,1,VB,multiple-use,0.577437425,-0.514633692,-0.783094437
Ltig-OCVB28,Ltig,2,0,0,2,VB,multiple-use,0.577437425,-0.514633692,-0.783094437
Esex-OCVB28,Esex,1,0,1,0,VB,multiple-use,0.577437425,-0.514633692,-0.783094437
Dalb-OCVB29,Dalb,0,1,0,1,VB,multiple-use,0.324180416,-0.724931256,-1.423378528
Esex-OCVB29,Esex,2,0,2,0,VB,multiple-use,0.324180416,-0.724931256,-1.423378528
Dalb-OCVB31,Dalb,0,1,0,1,VB,multiple-use,-0.51953199,-1.119934087,-0.589076754
Mgou-OCVB31,Mgou,3,1,3,1,VB,multiple-use,-0.51953199,-1.119934087,-0.589076754
Ctho-OCVB31,Ctho,0,1,0,1,VB,multiple-use,-0.51953199,-1.119934087,-0.589076754
Pcon-OCVB31,Pcon,0,1,0,1,VB,multiple-use,-0.51953199,-1.119934087,-0.589076754
Ctho-OCVB32,Ctho,0,1,0,1,VB,multiple-use,-0.337066162,-0.986293751,-0.418342632
Dnov-OCVB32,Dnov,1,0,1,0,VB,multiple-use,-0.337066162,-0.986293751,-0.418342632
Mgou-OCVB32,Mgou,2,3,2,3,VB,multiple-use,-0.337066162,-0.986293751,-0.418342632
Mtri-OCVB33,Mtri,0,2,0,2,VB,multiple-use,-0.570560845,-0.955764249,0.16163628
Ltig-OCVB33,Ltig,0,2,0,2,VB,multiple-use,-0.570560845,-0.955764249,0.16163628
Csem-OCVB33,Csem,0,1,0,1,VB,multiple-use,-0.570560845,-0.955764249,0.16163628
Dalb-OCVB34,Dalb,0,1,0,1,VB,multiple-use,-0.90062065,-1.109309795,0.31584399
Mgou-OCVB34,Mgou,5,3,4,4,VB,multiple-use,-0.90062065,-1.109309795,0.31584399
Dalb-OCVB35,Dalb,0,2,0,2,VB,multiple-use,-0.358630768,-1.11257266,0.576713476
Csem-OCVB35,Csem,0,2,0,2,VB,multiple-use,-0.358630768,-1.11257266,0.576713476
Cbra-OCVB36,Cbra,0,1,0,1,VB,multiple-use,0.167918601,-0.935208288,-0.379945101
Ltig-OCVB36,Ltig,0,1,0,1,VB,multiple-use,0.167918601,-0.935208288,-0.379945101
Lbra-OCVB36,Lbra,1,0,0,1,VB,multiple-use,0.167918601,-0.935208288,-0.379945101
Mgou-OCVB37,Mgou,1,0,0,1,VB,multiple-use,0.178452647,-0.800530955,-0.500521065
Dalb-OCVB37,Dalb,0,1,0,1,VB,multiple-use,0.178452647,-0.800530955,-0.500521065
Ctho-OCVB37,Ctho,2,0,1,1,VB,multiple-use,0.178452647,-0.800530955,-0.500521065
Lvet-OCVB38,Lvet,0,3,0,3,VB,multiple-use,-0.245707847,-1.08216008,-0.778519087
Csem-OCVB38,Csem,0,1,0,1,VB,multiple-use,-0.245707847,-1.08216008,-0.778519087
Mgou-OCVB41,Mgou,5,2,5,2,VB,multiple-use,-0.726576129,-0.921879828,0.081104778
Ebar-OCVB42,Ebar,5,0,4,1,VB,multiple-use,-0.397918889,-0.983962395,-1.066792007
Ltig-OCVB42,Ltig,0,1,0,1,VB,multiple-use,-0.397918889,-0.983962395,-1.066792007
Ctho-OCVB42,Ctho,2,0,1,1,VB,multiple-use,-0.397918889,-0.983962395,-1.066792007
Lvet-OCVB43,Lvet,0,1,0,1,VB,multiple-use,-0.721933329,-1.036494886,-0.887417962
Lvet-OCVB44,Lvet,0,1,0,1,VB,multiple-use,-0.519696286,-0.819358965,-0.655102032
Lvet-OCVB45,Lvet,1,1,0,2,VB,multiple-use,-0.398799968,-1.058079914,-1.031813706
Ctho-OCVB46,Ctho,0,3,0,3,VB,multiple-use,-0.961156718,-0.971721561,0.006571262
Dalb-OCVB49,Dalb,0,1,0,1,VB,multiple-use,-1.091578615,-0.966392915,0.642860652
Mgou-OCVB49,Mgou,1,0,0,1,VB,multiple-use,-1.091578615,-0.966392915,0.642860652
